1	23.790566	90.400273	
2	23.791342	90.400402	
3	23.790866	90.403953	
4	23.790591	90.406099	
5	23.793732	90.406614	
6	23.794400	90.400949	
7	23.794832	90.414252	
8	23.787665	90.416720	
9	23.780427	90.416758	
10	23.780275	90.409392	
11	23.780582	90.405567	
12	23.781053	90.398615	
13	23.778383	90.397971	
14	23.774583	90.399237	
15	23.771323	90.401147	
16	23.770008	90.410717	
17	23.771127	90.411383	
18	23.773208	90.415696	
19	23.780847	90.421489	
20	23.780690	90.425566	
21	23.775143	90.425856	
22	23.775300	90.389936	
23	23.789918	90.411372	
24	23.792421	90.418432	
25	23.791165	90.418625	
26	23.792107	90.415428	
27	23.790909	90.415814	
28	23.793511	90.409870	
29	23.763741	90.400053	
30	23.756946	90.398937	
31	23.756553	90.394688	
32	23.756671	90.393744	
33	23.767735	90.423016	
34	23.754545	90.415534	
35	23.749959	90.412884	
36	23.752070	90.416994	
37	23.749468	90.416017	
38	23.751815	90.422487	
39	23.750288	90.425405	
40	23.746517	90.426950	
41	23.745142	90.426392	
42	23.753450	90.400750	
43	23.745694	90.412117	
44	23.748879	90.407971	
45	23.748707	90.403668	
46	23.754638	90.411093	
47	23.762180	90.442673	
48	23.744415	90.442158	
49	23.740850	90.434884	
50	23.740320	90.433768	
51	23.739809	90.427481	
52	23.736372	90.428511	
53	23.744327	90.426559	
54	23.739947	90.419842	
55	23.744165	90.414296	
56	23.741631	90.411764	
57	23.737290	90.418395	
58	23.734343	90.421249	
59	23.736563	90.423266	
60	23.732423	90.425197	
61	23.731922	90.422922	
62	23.725170	90.425572	
63	23.725032	90.428705	
64	23.712818	90.428244	
65	23.737457	90.408803	
66	23.735105	90.417054	
67	23.732742	90.419822	
68	23.731466	90.420959	
69	23.741837	90.405702	
70	23.737575	90.405209	
71	23.733764	90.403664		
74	23.729933	90.405080	
75	23.728146	90.403964	
76	23.728008	90.400317	
77	23.723967	90.400327	
78	23.726707	90.421742	
79	23.728662	90.421957	
80	23.730267	90.415189	
81	23.731544	90.415124	
82	23.733439	90.410168	
83	23.730169	90.410125	
84	23.727650	90.410522	
85	23.727532	90.412002	
86	23.724899	90.411981	
87	23.724919	90.410693	
88	23.725037	90.414534	
89	23.722866	90.414534	
90	23.723023	90.411916	
91	23.723102	90.410672	
92	23.724595	90.405179	
93	23.723220	90.405522	
94	23.721688	90.421486	
95	23.721688	90.420371	
96	23.715961	90.422560	
97	23.716256	90.420586	
98	23.728850	90.434893	
99	23.731384	90.444463	
100	23.729753	90.447103	
101	23.723605	90.447167	
102	23.729636	90.428542	
103	23.737070	90.410335	
104	23.722200	90.415721	
105	23.749327	90.405958	
106	23.748777	90.421708	
107	23.747338	90.424720	
108	23.737604	90.431703	
109	23.720731	90.417863	
110	23.716428	90.420760	
111	23.715045	90.424106	
112	23.716381	90.429234	
113	23.741800	90.426788	
114	23.738579	90.428376	
115	23.723511	90.400251	
116	23.722313	90.399854	
117	23.720211	90.398341	
118	23.718384	90.398384	
119	23.718561	90.399714	
120	23.718521	90.400251	
121	23.717402	90.402182	
122	23.717500	90.403748	
123	23.717480	90.406881	
124	23.717519	90.408619	
125	23.718246	90.407117	
126	23.720368	90.406087	
128	23.717299	90.411361	
129	23.719877	90.409842	
130	23.718757	90.408963	
131	23.718757	90.408963	
132	23.718757	90.408963	
133	23.712687	90.403341	
134	23.711586	90.403105	
135	23.709799	90.402182	
136	23.712235	90.400852	
137	23.713708	90.411452	
138	23.709916	90.411945	
139	23.709013	90.411902	
140	23.707421	90.410636	
141	23.705594	90.410186	
142	23.719621	90.411774	
143	23.713620	90.413319	
144	23.712500	90.414370	
145	23.710149	90.418590	
146	23.708351	90.420189	
147	23.709264	90.422721	
148	23.710198	90.424030	
149	23.709883	90.425811	
150	23.710544	90.426911	
151	23.709178	90.429040	
152	23.709147	90.431508	
153	23.710063	90.434265	
154	23.711890	90.429394	
155	23.723000	90.400122	
156	23.721458	90.399264	
157	23.717382	90.405487	
158	23.719189	90.406946	
159	23.713276	90.404135	
160	23.708148	90.411538	
161	23.707893	90.410958	
163	23.717991	90.411323	
164	23.709530	90.418944	
165	23.708871	90.419760	
166	23.710956	90.428413	
167	23.709478	90.427753	
168	23.709048	90.430156	
169	23.704397	90.412018	
170	23.703091	90.413874	
171	23.702462	90.414518	
172	23.698513	90.418477	
173	23.698159	90.419003	
174	23.697595	90.419438	
175	23.697074	90.419620	
176	23.696647	90.420001	
177	23.693837	90.422737	
178	23.693346	90.423359	
179	23.693120	90.423525	
180	23.691081	90.425703	
181	23.690880	90.426213	
182	23.690679	90.426561	
183	23.690227	90.427114	
184	23.690973	90.427763	
185	23.693267	90.427570	
186	23.693361	90.426583	
187	23.693490	90.426221	
188	23.694256	90.425502	
199	23.695430	90.424542	
200	23.697042	90.423302	
201	23.697179	90.423141	
202	23.699841	90.420963	
203	23.700077	90.420888	
204	23.701335	90.420427	
205	23.702032	90.420384	
206	23.702209       90.420255	
207     23.702270	90.419330     
208	23.704635	90.419069	
209	23.706531	90.419896	
210	23.707239	90.420024	
211	23.709645	90.426193	
212	23.709184	90.427298	
213	23.708299	90.428532	
214	23.707710	90.429551	
215	23.706718	90.430292	
216	23.704915	90.433215	
217	23.703973	90.433237	
218	23.703501	90.433505	
219	23.696820	90.435844	
220	23.696172	90.435726	
221	23.694423	90.435189	
222	23.693497	90.434398	
223	23.690523	90.430812	
224	23.683645	90.423055	
225	23.703137	90.435070	
190	23.702189	90.420287	
226	23.797035	90.401344	
227	23.796888	90.402170	
228	23.796652	90.403887	
229	23.796475	90.404745	
230	23.796063	90.405689	
231	23.795219	90.406402	
232	23.794551	90.406660	
233	23.796976	90.407320	
234	23.796063	90.405689	
235	23.798125	90.406338	
236	23.793481	90.408586	
238	23.802208	90.411370	
239	23.802345	90.412035	
240	23.802326	90.413880	
241	23.804034	90.413886	
242	23.796632	90.419728	
243	23.797722	90.423488	
244	23.797555	90.422555	
245	23.803808	90.421337	
246	23.809226	90.420393	
247	23.809619	90.421326	
248	23.811955	90.421197	
